provenance,setting,input_group,feedback,agreement_pct
SIMULATED,Reuse,SIM-H-0054,H0+H1,77.04892555680522
SIMULATED,Reuse,SIM-H-0054,H0+H1+H2,77.81579678266246
SIMULATED,Reuse,SIM-H-0054,H0+H1+H2+H3,79.24042137303768
SIMULATED,Reuse,SIM-H-0055,H0,73.96126784142189
SIMULATED,Reuse,SIM-H-0055,H0+H1,76.0558017416857
SIMULATED,Reuse,SIM-H-0055,H0+H1+H2,82.03179524986778
SIMULATED,Reuse,SIM-H-0055,H0+H1+H2+H3,76.35881529260713
SIMULATED,Reuse,SIM-H-0056,H0,71.33410789590305
SIMULATED,Reuse,SIM-H-0056,H0+H1,74.24826084154616
SIMULATED,Reuse,SIM-H-0056,H0+H1+H2,78.65536366950282
SIMULATED,Reuse,SIM-H-0056,H0+H1+H2+H3,81.49032633584156
SIMULATED,Reuse,SIM-H-0057,H0,72.91077415966353
SIMULATED,Reuse,SIM-H-0057,H0+H1,79.54313387215478
SIMULATED,Reuse,SIM-H-0057,H0+H1+H2,81.79947652811516
SIMULATED,Reuse,SIM-H-0057,H0+H1+H2+H3,80.99111755826294
SIMULATED,Reuse,SIM-H-0058,H0,71.86261640756705
SIMULATED,Reuse,SIM-H-0058,H0+H1,79.07889729044396
SIMULATED,Reuse,SIM-H-0058,H0+H1+H2,78.6695699572116
SIMULATED,Reuse,SIM-H-0058,H0+H1+H2+H3,78.40024004934847
SIMULATED,Reuse,SIM-H-0059,H0,76.2169082937819
SIMULATED,Reuse,SIM-H-0059,H0+H1,72.97071136010177
SIMULATED,Reuse,SIM-H-0059,H0+H1+H2,81.06675131815062
SIMULATED,Reuse,SIM-H-0059,H0+H1+H2+H3,74.01571999016694
SIMULATED,Reuse,SIM-H-0060,H0,73.96703708846108
SIMULATED,Reuse,SIM-H-0060,H0+H1,75.83457229390044
SIMULATED,Reuse,SIM-H-0060,H0+H1+H2,78.3063008750481
SIMULATED,Reuse,SIM-H-0060,H0+H1+H2+H3,80.73459546876327
SIMULATED,Reuse,SIM-H-0061,H0,74.39518546894968
SIMULATED,Reuse,SIM-H-0061,H0+H1,80.14256473977267
SIMULATED,Reuse,SIM-H-0061,H0+H1+H2,76.98856359052142
SIMULATED,Reuse,SIM-H-0061,H0+H1+H2+H3,79.70740530065365
SIMULATED,Reuse,SIM-H-0062,H0,71.30712373207415
SIMULATED,Reuse,SIM-H-0062,H0+H1,75.0759770826877
SIMULATED,Reuse,SIM-H-0062,H0+H1+H2,79.28898036125608
SIMULATED,Reuse,SIM-H-0062,H0+H1+H2+H3,77.85853528133626
SIMULATED,Reuse,SIM-H-0063,H0,71.08753512970678
SIMULATED,Reuse,SIM-H-0063,H0+H1,75.52944454994912
SIMULATED,Reuse,SIM-H-0063,H0+H1+H2,81.98868891514259
SIMULATED,Reuse,SIM-H-0063,H0+H1+H2+H3,76.84749527389515
SIMULATED,Reuse,SIM-H-0064,H0,70.52259664632625
SIMULATED,Reuse,SIM-H-0064,H0+H1,77.62551023160385
SIMULATED,Reuse,SIM-H-0064,H0+H1+H2,75.86593160790098
SIMULATED,Reuse,SIM-H-0064,H0+H1+H2+H3,79.30809814282334
SIMULATED,Reuse,SIM-H-0065,H0,75.18044104047512
SIMULATED,Reuse,SIM-H-0065,H0+H1,77.96484677682403
SIMULATED,Reuse,SIM-H-0065,H0+H1+H2,78.80951729858113
SIMULATED,Reuse,SIM-H-0065,H0+H1+H2+H3,77.22313930203994
SIMULATED,Reuse,SIM-H-0066,H0,69.93532447004291
SIMULATED,Reuse,SIM-H-0066,H0+H1,77.56450987989663
SIMULATED,Reuse,SIM-H-0066,H0+H1+H2,79.72484526453228
SIMULATED,Reuse,SIM-H-0066,H0+H1+H2+H3,79.07025065598009
SIMULATED,Reuse,SIM-H-0067,H0,75.32647988952708
SIMULATED,Reuse,SIM-H-0067,H0+H1,75.01709251789802
SIMULATED,Reuse,SIM-H-0067,H0+H1+H2,81.63582640926415
SIMULATED,Reuse,SIM-H-0067,H0+H1+H2+H3,79.90198103529657
SIMULATED,Reuse,SIM-H-0068,H0,71.64746030706718
SIMULATED,Reuse,SIM-H-0068,H0+H1,78.69180664892971
SIMULATED,Reuse,SIM-H-0068,H0+H1+H2,79.03004838663207
SIMULATED,Reuse,SIM-H-0068,H0+H1+H2+H3,79.640906053385
SIMULATED,Reuse,SIM-H-0069,H0,70.04371497828166
SIMULATED,Reuse,SIM-H-0069,H0+H1,82.48652031671205
SIMULATED,Reuse,SIM-H-0069,H0+H1+H2,81.34620230369391
SIMULATED,Reuse,SIM-H-0069,H0+H1+H2+H3,74.98008662155708
SIMULATED,Reuse,SIM-H-0070,H0,73.14558579368564
SIMULATED,Reuse,SIM-H-0070,H0+H1,79.68939494959128
SIMULATED,Reuse,SIM-H-0070,H0+H1+H2,75.91220780771336
SIMULATED,Reuse,SIM-H-0070,H0+H1+H2+H3,80.98764117158537
SIMULATED,Reuse,SIM-H-0071,H0,71.09064672205923
SIMULATED,Reuse,SIM-H-0071,H0+H1,77.41351472379087
SIMULATED,Reuse,SIM-H-0071,H0+H1+H2,82.25516031161055
SIMULATED,Reuse,SIM-H-0071,H0+H1+H2+H3,76.74823405601671
SIMULATED,Reuse,SIM-H-0072,H0,73.96535918568843
SIMULATED,Reuse,SIM-H-0072,H0+H1,72.05508945667013
SIMULATED,Reuse,SIM-H-0072,H0+H1+H2,75.83802266531991
SIMULATED,Reuse,SIM-H-0072,H0+H1+H2+H3,81.79985070013066
SIMULATED,Reuse,SIM-H-0073,H0,74.26103714923298
SIMULATED,Reuse,SIM-H-0073,H0+H1,77.71682262470544
SIMULATED,Reuse,SIM-H-0073,H0+H1+H2,81.28160879023423
SIMULATED,Reuse,SIM-H-0073,H0+H1+H2+H3,79.60735521537103
SIMULATED,Reuse,SIM-H-0074,H0,74.6517058883856
SIMULATED,Reuse,SIM-H-0074,H0+H1,78.0539609440842
SIMULATED,Reuse,SIM-H-0074,H0+H1+H2,79.489271430442
SIMULATED,Reuse,SIM-H-0074,H0+H1+H2+H3,79.46394832522587
SIMULATED,Reuse,SIM-H-0075,H0,69.49050064364943
SIMULATED,Reuse,SIM-H-0075,H0+H1,77.98570914050775
SIMULATED,Reuse,SIM-H-0075,H0+H1+H2,83.43002848995843
SIMULATED,Reuse,SIM-H-0075,H0+H1+H2+H3,78.49173780410376
SIMULATED,Reuse,SIM-H-0076,H0,76.11537464658296
SIMULATED,Reuse,SIM-H-0076,H0+H1,72.12039677058148
SIMULATED,Reuse,SIM-H-0076,H0+H1+H2,79.50831194039311
SIMULATED,Reuse,SIM-H-0076,H0+H1+H2+H3,76.70544691053698
SIMULATED,Reuse,SIM-H-0077,H0,73.76549260763515
SIMULATED,Reuse,SIM-H-0077,H0+H1,76.53499899376912
SIMULATED,Reuse,SIM-H-0077,H0+H1+H2,80.5630494303827
SIMULATED,Reuse,SIM-H-0077,H0+H1+H2+H3,79.39950822583378
SIMULATED,Reuse,SIM-H-0078,H0,73.48358595713478
SIMULATED,Reuse,SIM-H-0078,H0+H1,79.27920549606688
SIMULATED,Reuse,SIM-H-0078,H0+H1+H2,78.38108309469477
SIMULATED,Reuse,SIM-H-0078,H0+H1+H2+H3,82.18235990511685
SIMULATED,Reuse,SIM-H-0079,H0,68.859499420476
SIMULATED,Reuse,SIM-H-0079,H0+H1,80.50988871516772
SIMULATED,Reuse,SIM-H-0079,H0+H1+H2,79.5792382445759
SIMULATED,Reuse,SIM-H-0079,H0+H1+H2+H3,77.37249330355934
SIMULATED,Reuse,SIM-H-0080,H0,68.09594560090879
SIMULATED,Reuse,SIM-H-0080,H0+H1,77.50380899025738
SIMULATED,Reuse,SIM-H-0080,H0+H1+H2,75.9383684711357
SIMULATED,Reuse,SIM-H-0080,H0+H1+H2+H3,78.49297016379899
SIMULATED,Reuse,SIM-H-0081,H0,66.12558701300313
SIMULATED,Reuse,SIM-H-0081,H0+H1,76.61081985476886
SIMULATED,Reuse,SIM-H-0081,H0+H1+H2,81.52990862442509
SIMULATED,Reuse,SIM-H-0081,H0+H1+H2+H3,79.52289618894902
SIMULATED,Reuse,SIM-H-0082,H0,70.74578711863457
SIMULATED,Reuse,SIM-H-0082,H0+H1,75.84284805557057
SIMULATED,Reuse,SIM-H-0082,H0+H1+H2,78.31685958202287
SIMULATED,Reuse,SIM-H-0082,H0+H1+H2+H3,77.5380641428282
SIMULATED,Reuse,SIM-H-0083,H0,72.93305605980731
SIMULATED,Reuse,SIM-H-0083,H0+H1,77.2479991417652
SIMULATED,Reuse,SIM-H-0083,H0+H1+H2,78.77892192222835
SIMULATED,Reuse,SIM-H-0083,H0+H1+H2+H3,75.83192436154856
SIMULATED,Reuse,SIM-H-0084,H0,69.40496995467736
SIMULATED,Reuse,SIM-H-0084,H0+H1,75.8426635761862
SIMULATED,Reuse,SIM-H-0084,H0+H1+H2,74.03078516987294
SIMULATED,Reuse,SIM-H-0084,H0+H1+H2+H3,82.26085219359928
SIMULATED,Reuse,SIM-H-0085,H0,71.39429938203413
SIMULATED,Reuse,SIM-H-0085,H0+H1,77.3497517516256
SIMULATED,Reuse,SIM-H-0085,H0+H1+H2,79.28064943646692
SIMULATED,Reuse,SIM-H-0085,H0+H1+H2+H3,79.94091183777306
SIMULATED,Reuse,SIM-H-0086,H0,70.2922727008112
SIMULATED,Reuse,SIM-H-0086,H0+H1,76.4903385111565
SIMULATED,Reuse,SIM-H-0086,H0+H1+H2,78.64538921503386
SIMULATED,Reuse,SIM-H-0086,H0+H1+H2+H3,76.51036244774001
SIMULATED,Reuse,SIM-H-0087,H0,73.64062214565611
SIMULATED,Reuse,SIM-H-0087,H0+H1,83.45177251159257
SIMULATED,Reuse,SIM-H-0087,H0+H1+H2,82.18555646213099
SIMULATED,Reuse,SIM-H-0087,H0+H1+H2+H3,79.176827270195
SIMULATED,Reuse,SIM-H-0088,H0,69.21812662626841
SIMULATED,Reuse,SIM-H-0088,H0+H1,77.00493017166339
SIMULATED,Reuse,SIM-H-0088,H0+H1+H2,77.37779678381834
SIMULATED,Reuse,SIM-H-0088,H0+H1+H2+H3,78.54557339955231
SIMULATED,Reuse,SIM-H-0089,H0,69.95578245048024
SIMULATED,Reuse,SIM-H-0089,H0+H1,76.55958999885598
SIMULATED,Reuse,SIM-H-0089,H0+H1+H2,81.9000062247594
SIMULATED,Reuse,SIM-H-0089,H0+H1+H2+H3,79.42529123609599
SIMULATED,Reuse,SIM-H-0090,H0,76.18978842837122
SIMULATED,Reuse,SIM-H-0090,H0+H1,80.75712932117929
SIMULATED,Reuse,SIM-H-0090,H0+H1+H2,80.97897058651925
SIMULATED,Reuse,SIM-H-0090,H0+H1+H2+H3,78.95875524967745
SIMULATED,Reuse,SIM-H-0091,H0,73.7294388596905
SIMULATED,Reuse,SIM-H-0091,H0+H1,80.57492431975035
SIMULATED,Reuse,SIM-H-0091,H0+H1+H2,76.54247675824324
SIMULATED,Reuse,SIM-H-0091,H0+H1+H2+H3,80.8950206086458
SIMULATED,Reuse,SIM-H-0092,H0,67.95028771475037
SIMULATED,Reuse,SIM-H-0092,H0+H1,76.37977664318377
SIMULATED,Reuse,SIM-H-0092,H0+H1+H2,80.05470571711245
SIMULATED,Reuse,SIM-H-0092,H0+H1+H2+H3,77.1346823746963
SIMULATED,Reuse,SIM-H-0093,H0,68.60521870102085
SIMULATED,Reuse,SIM-H-0093,H0+H1,77.88189678780577
SIMULATED,Reuse,SIM-H-0093,H0+H1+H2,78.27098595543669
SIMULATED,Reuse,SIM-H-0093,H0+H1+H2+H3,77.80684061691804
SIMULATED,Reuse,SIM-H-0094,H0,69.50566835807808
SIMULATED,Reuse,SIM-H-0094,H0+H1,74.84951469628274
SIMULATED,Reuse,SIM-H-0094,H0+H1+H2,79.48796086960701
SIMULATED,Reuse,SIM-H-0094,H0+H1+H2+H3,80.18083519402333
SIMULATED,Reuse,SIM-H-0095,H0,70.85760431709949
SIMULATED,Reuse,SIM-H-0095,H0+H1,77.28115117299139
