provenance,setting,domain,input_group,y0_quality,seed_quality,p2e_quality,blinded_outcome,seed_major_regression,p2e_major_regression
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0014,-0.08664604087469321,0.6928590159736269,0.41447669111220997,Seed wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0015,-0.00596071418905386,-0.13718016101410627,0.286600326468078,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0016,-1.1884039197263452,-1.8559218125570416,-0.4056454986476826,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0017,-0.2127702150240709,0.29048784315844756,0.4047574424279973,Tie,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0018,1.2977087569492356,1.657084496536922,2.003848780382312,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0019,0.05550026775096242,-0.10093470688263445,0.8292928371134384,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0020,0.7268689683577254,1.1845788347241673,1.3227005289564888,Tie,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0021,0.37147974741657885,0.5510646577289081,0.12636020386753943,Seed wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0022,0.6116687537046251,-0.5099246269762161,0.23187821713720325,P2E wins,1,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0023,0.011063166211177521,0.6191119395387444,0.43627015366390653,Seed wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0024,-0.3977180377957105,-1.037239439334436,0.8440062734414051,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0025,1.1643850314976771,0.6157452886067045,1.5570418293048258,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0026,0.5702132895547768,0.5385252659543037,1.622577045782113,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0027,-1.1710309647613517,-0.880710174313578,-0.7635652788229756,Tie,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0028,1.58618203210772,2.1979185700069443,3.2992791098364833,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0029,0.4677181998856267,-0.1341668961644255,0.8182667817665024,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0030,-0.06257775088724496,0.1197978690789564,0.5028652711857402,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0031,0.02618186449778207,-0.5024566596246927,0.8516847197794715,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0032,1.9748335844921165,1.6242685106659853,1.465983998765218,Seed wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0033,0.20660398645379094,0.3889905698272713,0.11897739965247237,Seed wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0034,1.3280204842613557,1.5096940176342875,2.252702201327807,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0035,-1.1754413281601623,-1.1663734754733324,-1.1949217790844378,Tie,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0036,-0.5135822979727692,-0.59286822378991,-0.1274112823885562,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0037,0.8081485530749571,0.4679716623450234,0.43846053338329805,Abstain,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0038,-0.581780835681344,0.3367468394708383,-0.028582983785404817,Seed wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0039,-0.028059247442980866,0.09343080516053535,-0.25512511162762885,Seed wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0040,0.9503946691305902,0.4940730761231742,1.0560974427873184,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0041,-0.785119936852126,-0.1888408486916815,-0.16887541551568774,Tie,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0042,1.2084214482728315,1.2414042027741856,2.397793340171492,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0043,0.4329986730844261,0.24780067131689326,0.6407714862650398,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0044,-0.2685502362708363,0.11444815670868863,0.7241197743048453,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0045,0.021483806011463973,-0.15241484161492846,0.3828179873377581,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0046,1.6104918353965085,1.7531149064452574,1.4971714084688679,Seed wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0047,-0.29138592103278177,-0.7774009182921173,-0.873046477756326,Tie,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0048,-0.04605022165698834,0.3849864466713431,1.3072455856073035,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0049,0.583252682751383,0.233092877233405,1.125125097665396,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0050,2.3935979722912224,2.526334773702817,2.6574644609720033,Tie,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0051,0.9833941098725367,1.567491998687661,1.6753338373616034,Tie,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0052,-0.804793280831595,-0.19433622143551768,-0.884484588187451,Seed wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0053,0.4012903041153429,1.4174773028163363,-0.07686987533640388,Seed wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0054,0.11555795863898735,0.7307855716379947,0.25756741981522013,Seed wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0055,0.07975606051478185,0.7567887637733591,1.1347086126309764,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0056,0.1475188691764334,0.5268984720938901,0.5268979888773268,Tie,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0057,-1.8859307902498346,-1.2148318820008168,-0.2612934036802368,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0058,1.1221707925201756,1.8537956065999663,1.6858873170784083,Seed wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0059,-0.525308103720888,-0.003938309801707313,-0.5656221401468667,Seed wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0060,0.7626426796824143,1.1553468851771465,2.2658553793953202,Abstain,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0061,-1.7062653295264347,-0.4377054346794257,-0.13319718500229816,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0062,-0.07278978706393517,0.18060799415290088,-0.45570660509623606,Seed wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0063,0.10719971642540303,0.45579966765251556,-0.22213391127233717,Seed wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0064,-2.871584679947289,-2.823996225168212,-1.8730046408388195,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0065,-3.2100192337500424,-3.010906035759171,-1.9622530518051653,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0066,-0.8549909720229727,-0.38540731896020686,0.32079581115825856,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0067,0.030524681506845338,1.3507859081786209,1.5317145262945089,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0068,0.693353926927109,1.0586028175817606,0.36302049484474175,Seed wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0069,0.03207532103225369,-0.18261659770754907,1.34196269855915,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0070,0.7549619942266248,1.5501349049653101,1.0368764362762075,Seed wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0071,-0.693598698407334,-0.9362043233220554,0.5197982057638164,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0072,-1.310852857354134,-1.1685916897401616,0.43373600880165974,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0073,0.4298155013684618,-0.08700753227111713,1.0389226635313735,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0074,-1.5290048110988883,-0.049763150868395,-1.104545989322119,Seed wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0075,-1.2858582953802746,-0.8116531674056564,-0.5155326389896067,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0076,1.226791919348969,1.8367720110617873,2.7844984179815118,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0077,-1.0122347152606284,-0.09853529217218204,-1.3017322117906471,Seed wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0078,-0.4147460446905051,0.4818726922328828,1.3628235440576855,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0079,-0.33606065871791874,1.0615014634262148,-0.0018765723305117776,Seed wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0080,-0.9482615550310284,-0.5953839292791409,0.8347252368400341,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0081,-2.066216356291321,-1.794241984148534,-1.2870189669098615,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0082,0.38332344272175317,0.5624267363562089,1.7441958352158244,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0083,1.5409347686619266,1.9706922846569588,2.7814620331313757,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0084,1.021886965735347,0.7273129226937919,1.132207255384809,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0085,-1.7739429914046914,-1.4546569177900275,-0.9200077208601025,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0086,-0.9875735298263574,-1.2720141203141582,-1.2879151056892213,Tie,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0087,-0.3741411485071076,0.046680664947747696,-0.5198483329344405,Seed wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0088,-0.08297707833361115,1.1938157517834762,0.5813755684626284,Seed wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0089,-1.1063018928623147,-0.7935408999008566,-0.8366219665492655,Tie,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0090,-0.5099877712235983,-0.3575328980901466,0.620929934576264,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0091,-0.453010082189338,-1.2079565260629856,-0.36621221948382215,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0092,-0.5547112632952668,-0.9228769873808121,-0.3348713643308856,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0093,1.0711674393008352,0.5506541604805844,1.8903769298981734,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0094,0.08868987714976685,0.14293794189168235,1.2863172949024009,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0095,-2.180397005166262,-2.063260000306744,-0.9749748245263052,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0096,-0.7608983558662508,-1.1465940662028915,0.034820191076042895,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0097,2.0430993687865464,2.723918949410327,3.536987769402225,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0098,-0.10998606180785325,-0.38317172494434176,0.6390236181708191,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0099,0.7951188239346013,1.4960756244775513,1.8750834265578762,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0100,0.8355277717451507,0.12742830671807837,2.7328925509343365,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0101,-0.4081821312149999,0.6912198479618451,1.476331201686624,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0102,-0.38668794418215485,-0.42132999963001183,0.1483729668576298,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0103,-0.7227418283853456,-1.1580240857322384,0.25549724088993075,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0104,1.6248833180642892,1.6483884687787258,1.9292052100526749,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0105,-0.26959913146814685,0.6846720487764931,0.042340946162262666,Seed wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0106,-0.15481610588208877,0.08680898255890902,0.37147900342501466,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0107,0.5844146281458521,0.41170590218602776,1.7430815879185366,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0108,-2.0297898762414768,-1.1609031996998236,-1.3634452063779183,Seed wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0109,1.3784790041427193,1.5328176414742174,1.3840156085954505,Tie,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0110,0.832654616117622,1.871965757283279,0.44161544423576493,Seed wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0111,-0.0040181976012996995,0.06296193397161814,-0.005283271198813666,Tie,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0112,-0.3634792058708946,-0.13862384686185222,-0.1729184326377611,Tie,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0113,0.1894595780003855,-0.43533315603420975,0.5152778046957265,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0114,0.717609312662343,1.4962521665320019,2.42226045788184,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0115,-1.975903804376314,-1.1379388976399998,-0.9631114070578971,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0116,1.1213436846642486,2.0712888343530445,1.8288337429565482,Seed wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0117,1.3897347288813373,1.9673089140353988,1.331509315188948,Seed wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0118,-0.7597094674162146,0.2817883207101599,-0.45851330127327244,Seed wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0119,0.2480858838417956,1.3315940004793292,1.5246456328101101,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0120,-0.7148023739643798,-0.8031005148444106,0.02788112180900501,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0121,0.8777553287305884,1.0331480157754773,0.576202379726942,Seed wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0122,-0.7967382218680922,-0.2460099957403462,0.21873140630836788,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0123,-1.0145470996469663,-0.8988239678489391,-0.9385309049645014,Tie,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0124,0.6592821733759332,1.0129011262771463,0.25887743692692006,Seed wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0125,-1.067994287559127,-1.229665529614329,-1.9532918423347345,Seed wins,0,1
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0126,-1.7857024951933769,-1.0966032967318005,-0.12655120330538527,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0127,-0.17688907235722998,0.2117925990384002,0.9826053050113241,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0128,2.117032694028531,2.044551815843813,2.400324364218039,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0129,0.5325413798512945,0.856405292941978,1.4684837342040329,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0130,0.13301479256313506,0.3002948876958873,-0.27536951937111176,Seed wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0131,0.1288089272154078,0.0060905411239151955,0.8867380937448146,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0132,-0.6627434125381214,-0.9542832510781931,-0.8246560698990222,Tie,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0133,-0.23663460932039207,-0.2553845118526188,0.050661316644902935,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0134,-0.9134611372768876,-0.6116159611007723,-0.6914883350740372,Tie,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0135,0.6500138304919504,1.7500390152351066,2.154883784807997,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0136,0.5878959685297753,0.7619515325259156,0.5876836418199601,Seed wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0137,-0.272696500468118,0.25303860490693586,0.9356460588700719,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0138,-1.882463820556373,-1.6032897527953762,-1.0874798614348582,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0139,-0.6807014267242286,-0.49939678845758906,0.39805859244547925,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0140,0.11492173564095111,1.0377705555902845,-0.17095713447539795,Seed wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0141,-0.0749582286834867,-0.6223786981001875,1.4500224208457155,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0142,-0.44501445287800817,0.4036730072020159,-0.1072332847324653,Seed wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0143,1.6623796654280325,1.6970817453103952,1.86607862368218,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0144,-1.0618496329766784,-1.471362939607928,-0.769395900015502,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0145,0.10412563877055044,-0.1715836893196011,1.1448685372036098,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0146,0.49517398109404226,-0.1269155368202428,-0.1670089378765076,Tie,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0147,0.05953200726917675,-0.019420481069545303,1.084910613542525,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0148,1.175285675782111,3.2050967434706434,1.8916156467593979,Seed wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0149,0.07227023905463167,-0.13268716685476267,1.1674516993846413,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0150,-0.7976734937293695,0.7210086962874802,0.5322198963577012,Seed wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0151,-1.0377964306821108,-1.9147798871047303,-0.5723072904107979,P2E wins,1,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0152,1.0255635342672849,1.262895736701599,1.783782729917383,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0153,-2.474545351050448,-2.552059908001531,-1.9244105816222479,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0154,0.21294655461290554,0.4793286539589365,0.02628658726435204,Seed wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0155,-1.2986402966236346,-0.6595503278101851,-0.9829036302857157,Seed wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0156,1.1178371911105909,1.0087220602764562,2.1020588888006477,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0157,1.7917849361130627,2.2739369012819943,3.3895881331984725,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0158,-0.17689833909104516,-0.6095731433960488,0.5441317318351799,P2E wins,0,0
SIMULATED,Reuse,TD-SV4,SIM-C2-0-0159,1.2548321948188468,1.0286779597286284,1.7795320413689732,P2E wins,0,0
SIMULATED,Reuse,TD-IG1,SIM-C2-1-0000,1.3172758466390422,1.7759611201130345,1.0411526379717788,Seed wins,0,0
SIMULATED,Reuse,TD-IG1,SIM-C2-1-0001,0.07129120277141404,1.1947633386769196,1.283081708822881,Tie,0,0
SIMULATED,Reuse,TD-IG1,SIM-C2-1-0002,-0.1842818610402499,-0.08167068886738696,-0.29488912724386357,Seed wins,0,0
SIMULATED,Reuse,TD-IG1,SIM-C2-1-0003,0.03911332618928892,0.4301143962280882,1.2753161612481372,P2E wins,0,0
SIMULATED,Reuse,TD-IG1,SIM-C2-1-0004,0.40334996186706895,0.6180846550633057,-0.17716122866710682,Seed wins,0,0
SIMULATED,Reuse,TD-IG1,SIM-C2-1-0005,1.519199141724997,0.852542640678077,1.2468038735028548,P2E wins,0,0
SIMULATED,Reuse,TD-IG1,SIM-C2-1-0006,-0.4953944250361877,-1.0727798338985046,-0.14697943863388258,P2E wins,0,0
SIMULATED,Reuse,TD-IG1,SIM-C2-1-0007,0.521636120750628,1.0407298274011731,0.7153579204759344,Seed wins,0,0
SIMULATED,Reuse,TD-IG1,SIM-C2-1-0008,-0.11265092429141764,0.853099920756306,-0.915129856233899,Seed wins,0,1
SIMULATED,Reuse,TD-IG1,SIM-C2-1-0009,0.7021868815584961,1.1087134983559248,0.9747723768057811,Tie,0,0
SIMULATED,Reuse,TD-IG1,SIM-C2-1-0010,1.1051961001162387,0.7004224411431543,1.4129876533839831,P2E wins,0,0
SIMULATED,Reuse,TD-IG1,SIM-C2-1-0011,1.6696962309379362,2.5957682789657444,1.8813883190530134,Seed wins,0,0
SIMULATED,Reuse,TD-IG1,SIM-C2-1-0012,-1.6023516839898209,-0.7918563864780845,-0.8579258504752318,Tie,0,0
SIMULATED,Reuse,TD-IG1,SIM-C2-1-0013,0.3075411841378634,1.5469868812968524,1.4062030034406732,Tie,0,0
SIMULATED,Reuse,TD-IG1,SIM-C2-1-0014,1.3529737111937215,1.4929911640474638,1.7459782242003545,P2E wins,0,0
SIMULATED,Reuse,TD-IG1,SIM-C2-1-0015,-1.0926435702590533,-0.6536002989640398,-0.5789701929204581,Tie,0,0
SIMULATED,Reuse,TD-IG1,SIM-C2-1-0016,0.16355301628827584,0.5752799089654377,-0.7956770455406559,Seed wins,0,1
SIMULATED,Reuse,TD-IG1,SIM-C2-1-0017,-0.41594014981139443,-1.3664743527352248,0.14966363781964015,P2E wins,1,0
SIMULATED,Reuse,TD-IG1,SIM-C2-1-0018,0.7113780721016851,0.7882900658220142,0.43532553196695634,Seed wins,0,0
SIMULATED,Reuse,TD-IG1,SIM-C2-1-0019,0.9544839193031542,1.7542852328679839,0.938321581299481,Seed wins,0,0
SIMULATED,Reuse,TD-IG1,SIM-C2-1-0020,-0.7664145223936835,-0.3494880697654244,-0.5605701520200925,Seed wins,0,0
SIMULATED,Reuse,TD-IG1,SIM-C2-1-0021,-0.6196414291771235,1.3482778204227572,-0.684940819014436,Seed wins,0,0
SIMULATED,Reuse,TD-IG1,SIM-C2-1-0022,-1.2196152675324325,-2.3802785095104824,-1.5395186311494329,P2E wins,1,0
SIMULATED,Reuse,TD-IG1,SIM-C2-1-0023,-0.3933127684694002,0.31956572946127815,0.7656694618191768,P2E wins,0,0
SIMULATED,Reuse,TD-IG1,SIM-C2-1-0024,0.21280980190069707,-0.03858702925775556,-0.7101944497388876,Seed wins,0,1
SIMULATED,Reuse,TD-IG1,SIM-C2-1-0025,1.0598578654845676,1.518800615414523,0.9551166849849633,Seed wins,0,0
SIMULATED,Reuse,TD-IG1,SIM-C2-1-0026,0.13085843936033006,0.6770415105791123,0.4058726280181838,Seed wins,0,0
SIMULATED,Reuse,TD-IG1,SIM-C2-1-0027,-0.500955105825418,-1.5296917436336608,-0.4030215569724078,Abstain,1,0
SIMULATED,Reuse,TD-IG1,SIM-C2-1-0028,0.12137762577289668,0.8453910502890416,1.098204533561571,P2E wins,0,0
SIMULATED,Reuse,TD-IG1,SIM-C2-1-0029,-0.5735084146854916,-0.025332418159141085,0.809783958790726,P2E wins,0,0
SIMULATED,Reuse,TD-IG1,SIM-C2-1-0030,-1.115280779556606,-0.8069876699990337,-1.164838869022335,Seed wins,0,0
SIMULATED,Reuse,TD-IG1,SIM-C2-1-0031,1.3620941865391705,2.036014481202469,1.67209911732542,Seed wins,0,0
SIMULATED,Reuse,TD-IG1,SIM-C2-1-0032,-0.880145528646019,-1.0023995828738799,-0.9613874765703312,Tie,0,0
SIMULATED,Reuse,TD-IG1,SIM-C2-1-0033,-1.1122933037170641,-0.2285240176021931,-0.6447652849602155,Seed wins,0,0
SIMULATED,Reuse,TD-IG1,SIM-C2-1-0034,-0.2318254603418147,-0.6303390715691471,-0.08022283784458847,P2E wins,0,0
SIMULATED,Reuse,TD-IG1,SIM-C2-1-0035,-0.678051425445302,-0.7946844615326205,-0.8044498997576361,Tie,0,0
SIMULATED,Reuse,TD-IG1,SIM-C2-1-0036,1.5519055842638323,2.694030767166858,1.3733051437430195,Seed wins,0,0
SIMULATED,Reuse,TD-IG1,SIM-C2-1-0037,0.05891531879762555,0.3992607470000507,0.5521089756517408,P2E wins,0,0
SIMULATED,Reuse,TD-IG1,SIM-C2-1-0038,1.0596882496154965,0.5955506366332232,-0.36832965407544727,Seed wins,0,1
SIMULATED,Reuse,TD-IG1,SIM-C2-1-0039,-0.8546945480385386,-0.7645388270056381,0.5778951786210976,P2E wins,0,0
SIMULATED,Reuse,TD-IG1,SIM-C2-1-0040,0.341633221589356,0.7065468264884255,0.8298144823157496,Tie,0,0
SIMULATED,Reuse,TD-IG1,SIM-C2-1-0041,1.4517864282452932,1.0355675217812879,1.732833963695251,P2E wins,0,0
