provenance,setting,policy,synthetic_run,human_units,anchor_units,agreement_pct
SIMULATED,Reuse,Model conflict,6,20,10,63.31086480349144
SIMULATED,Reuse,Model conflict,6,50,10,70.72391253486788
SIMULATED,Reuse,Model conflict,6,100,10,77.69147127421051
SIMULATED,Reuse,Model conflict,6,200,10,77.15684318311747
SIMULATED,Reuse,Model conflict,7,20,10,66.9400764952101
SIMULATED,Reuse,Model conflict,7,50,10,69.62555500860826
SIMULATED,Reuse,Model conflict,7,100,10,77.32501101912108
SIMULATED,Reuse,Model conflict,7,200,10,79.53950510529828
SIMULATED,Reuse,Model conflict,8,20,10,63.21887947898603
SIMULATED,Reuse,Model conflict,8,50,10,71.78640165812367
SIMULATED,Reuse,Model conflict,8,100,10,76.69276217450646
SIMULATED,Reuse,Model conflict,8,200,10,78.44624569310808
SIMULATED,Reuse,Model conflict,9,20,10,65.58943397733957
SIMULATED,Reuse,Model conflict,9,50,10,70.80293813212344
SIMULATED,Reuse,Model conflict,9,100,10,74.62015989083687
SIMULATED,Reuse,Model conflict,9,200,10,78.99406928704944
SIMULATED,Reuse,Model conflict,10,20,10,63.5636922646268
SIMULATED,Reuse,Model conflict,10,50,10,73.11774681888828
SIMULATED,Reuse,Model conflict,10,100,10,76.52387958854901
SIMULATED,Reuse,Model conflict,10,200,10,80.42891377933974
SIMULATED,Reuse,Model conflict,11,20,10,64.80728116674872
SIMULATED,Reuse,Model conflict,11,50,10,70.87740504893553
SIMULATED,Reuse,Model conflict,11,100,10,76.02829687576804
SIMULATED,Reuse,Model conflict,11,200,10,77.32775073668999
SIMULATED,Reuse,Run instability,0,20,10,62.484069036591436
SIMULATED,Reuse,Run instability,0,50,10,69.36864689237433
SIMULATED,Reuse,Run instability,0,100,10,73.9136007148529
SIMULATED,Reuse,Run instability,0,200,10,77.12804057430554
SIMULATED,Reuse,Run instability,1,20,10,66.27279657593247
SIMULATED,Reuse,Run instability,1,50,10,67.99113468516153
SIMULATED,Reuse,Run instability,1,100,10,72.3512446047314
SIMULATED,Reuse,Run instability,1,200,10,78.10375312316661
SIMULATED,Reuse,Run instability,2,20,10,63.27644154844881
SIMULATED,Reuse,Run instability,2,50,10,69.72058715591392
SIMULATED,Reuse,Run instability,2,100,10,72.07912978681254
SIMULATED,Reuse,Run instability,2,200,10,77.92974030587314
SIMULATED,Reuse,Run instability,3,20,10,63.185749202987964
SIMULATED,Reuse,Run instability,3,50,10,68.52984489095866
SIMULATED,Reuse,Run instability,3,100,10,73.62357447577801
SIMULATED,Reuse,Run instability,3,200,10,75.55925482531715
SIMULATED,Reuse,Run instability,4,20,10,63.31875849652021
SIMULATED,Reuse,Run instability,4,50,10,68.69122311826659
SIMULATED,Reuse,Run instability,4,100,10,73.84876050550628
SIMULATED,Reuse,Run instability,4,200,10,76.19573387478357
SIMULATED,Reuse,Run instability,5,20,10,65.51634516087881
SIMULATED,Reuse,Run instability,5,50,10,68.23452427385007
SIMULATED,Reuse,Run instability,5,100,10,71.4434998942497
SIMULATED,Reuse,Run instability,5,200,10,77.20767879680112
SIMULATED,Reuse,Run instability,6,20,10,60.92999473614521
SIMULATED,Reuse,Run instability,6,50,10,69.66447823252385
SIMULATED,Reuse,Run instability,6,100,10,75.0359866336678
SIMULATED,Reuse,Run instability,6,200,10,75.10526934099158
SIMULATED,Reuse,Run instability,7,20,10,64.07165373838599
SIMULATED,Reuse,Run instability,7,50,10,68.76381353088352
SIMULATED,Reuse,Run instability,7,100,10,73.97774329286868
SIMULATED,Reuse,Run instability,7,200,10,77.90492356281148
SIMULATED,Reuse,Run instability,8,20,10,63.91577289779505
SIMULATED,Reuse,Run instability,8,50,10,70.61083585718585
SIMULATED,Reuse,Run instability,8,100,10,72.89815358496661
SIMULATED,Reuse,Run instability,8,200,10,76.56128752233903
SIMULATED,Reuse,Run instability,9,20,10,64.57512930813526
SIMULATED,Reuse,Run instability,9,50,10,70.41251453107807
SIMULATED,Reuse,Run instability,9,100,10,71.59126661019752
SIMULATED,Reuse,Run instability,9,200,10,78.05373799347814
SIMULATED,Reuse,Run instability,10,20,10,62.10039900966444
SIMULATED,Reuse,Run instability,10,50,10,68.67468146799716
SIMULATED,Reuse,Run instability,10,100,10,73.84371109699686
SIMULATED,Reuse,Run instability,10,200,10,77.79618669234327
SIMULATED,Reuse,Run instability,11,20,10,64.26770681813174
SIMULATED,Reuse,Run instability,11,50,10,68.87730100046385
SIMULATED,Reuse,Run instability,11,100,10,73.93755324510562
SIMULATED,Reuse,Run instability,11,200,10,76.05110473097228
SIMULATED,Reuse,Multi-source,0,20,10,64.03383633820029
SIMULATED,Reuse,Multi-source,0,50,10,73.63928106085231
SIMULATED,Reuse,Multi-source,0,100,10,78.21484466960734
SIMULATED,Reuse,Multi-source,0,200,10,81.76160548980931
SIMULATED,Reuse,Multi-source,1,20,10,66.54726931934206
SIMULATED,Reuse,Multi-source,1,50,10,71.09219354467972
SIMULATED,Reuse,Multi-source,1,100,10,76.27311255985563
SIMULATED,Reuse,Multi-source,1,200,10,80.39630793649225
SIMULATED,Reuse,Multi-source,2,20,10,64.84567633233927
SIMULATED,Reuse,Multi-source,2,50,10,72.38176843341992
SIMULATED,Reuse,Multi-source,2,100,10,78.37599802237882
SIMULATED,Reuse,Multi-source,2,200,10,80.28239671589053
SIMULATED,Reuse,Multi-source,3,20,10,65.63736225824543
SIMULATED,Reuse,Multi-source,3,50,10,73.04013495529291
SIMULATED,Reuse,Multi-source,3,100,10,76.30885461096246
SIMULATED,Reuse,Multi-source,3,200,10,80.73193262130293
SIMULATED,Reuse,Multi-source,4,20,10,63.92926447737772
SIMULATED,Reuse,Multi-source,4,50,10,72.34341398429363
SIMULATED,Reuse,Multi-source,4,100,10,78.7489509693752
SIMULATED,Reuse,Multi-source,4,200,10,80.35140213490835
SIMULATED,Reuse,Multi-source,5,20,10,65.7004028192681
SIMULATED,Reuse,Multi-source,5,50,10,73.11295064347061
SIMULATED,Reuse,Multi-source,5,100,10,77.14774904606251
SIMULATED,Reuse,Multi-source,5,200,10,80.07212848188186
SIMULATED,Reuse,Multi-source,6,20,10,62.59676216935103
SIMULATED,Reuse,Multi-source,6,50,10,73.34525025727261
SIMULATED,Reuse,Multi-source,6,100,10,79.89711418468261
SIMULATED,Reuse,Multi-source,6,200,10,79.12274650653981
SIMULATED,Reuse,Multi-source,7,20,10,66.27760775464925
SIMULATED,Reuse,Multi-source,7,50,10,72.82685901105172
SIMULATED,Reuse,Multi-source,7,100,10,79.51894202583806
SIMULATED,Reuse,Multi-source,7,200,10,81.89368112800261
SIMULATED,Reuse,Multi-source,8,20,10,63.77716286325893
SIMULATED,Reuse,Multi-source,8,50,10,73.9945689981907
SIMULATED,Reuse,Multi-source,8,100,10,79.55430576078687
SIMULATED,Reuse,Multi-source,8,200,10,80.01518798088368
SIMULATED,Reuse,Multi-source,9,20,10,66.27863988609195
SIMULATED,Reuse,Multi-source,9,50,10,72.68840039837522
SIMULATED,Reuse,Multi-source,9,100,10,76.14220975337595
SIMULATED,Reuse,Multi-source,9,200,10,81.49234797996188
SIMULATED,Reuse,Multi-source,10,20,10,63.91780592330239
SIMULATED,Reuse,Multi-source,10,50,10,74.03324865051191
SIMULATED,Reuse,Multi-source,10,100,10,79.12944078063917
SIMULATED,Reuse,Multi-source,10,200,10,80.5226068337536
SIMULATED,Reuse,Multi-source,11,20,10,65.34673815905093
SIMULATED,Reuse,Multi-source,11,50,10,72.48174533732707
SIMULATED,Reuse,Multi-source,11,100,10,80.11665312278868
SIMULATED,Reuse,Multi-source,11,200,10,80.30325148730229
SIMULATED,Collect,Random,0,20,10,64.3679574524518
SIMULATED,Collect,Random,0,50,10,69.19183528588583
SIMULATED,Collect,Random,0,100,10,71.31546869249794
SIMULATED,Collect,Random,0,200,10,77.88594112581104
SIMULATED,Collect,Random,1,20,10,63.46523765298713
SIMULATED,Collect,Random,1,50,10,67.97895789899704
SIMULATED,Collect,Random,1,100,10,73.23177976609858
SIMULATED,Collect,Random,1,200,10,76.70536675492247
SIMULATED,Collect,Random,2,20,10,65.17667129338562
SIMULATED,Collect,Random,2,50,10,68.7466640855278
SIMULATED,Collect,Random,2,100,10,75.06056860929196
SIMULATED,Collect,Random,2,200,10,80.66180094887542
SIMULATED,Collect,Random,3,20,10,62.764514537488694
SIMULATED,Collect,Random,3,50,10,70.01286359816447
SIMULATED,Collect,Random,3,100,10,72.51683341826465
SIMULATED,Collect,Random,3,200,10,79.25877679249336
SIMULATED,Collect,Random,4,20,10,64.64799621883591
SIMULATED,Collect,Random,4,50,10,67.9070838607863
SIMULATED,Collect,Random,4,100,10,73.71511866203078
SIMULATED,Collect,Random,4,200,10,79.02550548044128
SIMULATED,Collect,Random,5,20,10,64.27643701366804
SIMULATED,Collect,Random,5,50,10,66.03410856032271
SIMULATED,Collect,Random,5,100,10,73.15336455653386
SIMULATED,Collect,Random,5,200,10,74.08813940855106
SIMULATED,Collect,Random,6,20,10,64.5387381031782
SIMULATED,Collect,Random,6,50,10,69.90381952225489
SIMULATED,Collect,Random,6,100,10,73.80800551221249
SIMULATED,Collect,Random,6,200,10,76.07691948794366
SIMULATED,Collect,Random,7,20,10,64.93762495378355
SIMULATED,Collect,Random,7,50,10,69.66208564321973
SIMULATED,Collect,Random,7,100,10,73.4920896554003
SIMULATED,Collect,Random,7,200,10,76.80841008881083
SIMULATED,Collect,Random,8,20,10,63.43470462096358
SIMULATED,Collect,Random,8,50,10,68.39353152524883
SIMULATED,Collect,Random,8,100,10,73.52984994078501
SIMULATED,Collect,Random,8,200,10,77.04862097160189
SIMULATED,Collect,Random,9,20,10,64.05821373778659
SIMULATED,Collect,Random,9,50,10,66.3468756667891
SIMULATED,Collect,Random,9,100,10,72.15735007190486
SIMULATED,Collect,Random,9,200,10,77.51613990438324
SIMULATED,Collect,Random,10,20,10,64.1521315890064
SIMULATED,Collect,Random,10,50,10,68.16093514437752
SIMULATED,Collect,Random,10,100,10,73.20413079280097
SIMULATED,Collect,Random,10,200,10,76.61848875610035
SIMULATED,Collect,Random,11,20,10,62.494653501111785
SIMULATED,Collect,Random,11,50,10,68.90388593302382
SIMULATED,Collect,Random,11,100,10,73.71966335073932
SIMULATED,Collect,Random,11,200,10,76.64038544367847
SIMULATED,Collect,Uncertainty,0,20,10,65.27621297511494
SIMULATED,Collect,Uncertainty,0,50,10,70.80799462118036
SIMULATED,Collect,Uncertainty,0,100,10,73.44690906962649
SIMULATED,Collect,Uncertainty,0,200,10,78.75329547171654
SIMULATED,Collect,Uncertainty,1,20,10,66.02352365366374
SIMULATED,Collect,Uncertainty,1,50,10,68.21816869907668
SIMULATED,Collect,Uncertainty,1,100,10,74.3039676348585
SIMULATED,Collect,Uncertainty,1,200,10,77.71154755990693
SIMULATED,Collect,Uncertainty,2,20,10,66.67195510408874
SIMULATED,Collect,Uncertainty,2,50,10,72.52980774388308
SIMULATED,Collect,Uncertainty,2,100,10,75.75196204210255
SIMULATED,Collect,Uncertainty,2,200,10,79.15951426006653
SIMULATED,Collect,Uncertainty,3,20,10,64.52271323169003
SIMULATED,Collect,Uncertainty,3,50,10,71.82735035168051
SIMULATED,Collect,Uncertainty,3,100,10,75.27614671910165
SIMULATED,Collect,Uncertainty,3,200,10,78.53732413630547
SIMULATED,Collect,Uncertainty,4,20,10,64.4315725362949
SIMULATED,Collect,Uncertainty,4,50,10,69.95753908186137
SIMULATED,Collect,Uncertainty,4,100,10,74.87950471066704
SIMULATED,Collect,Uncertainty,4,200,10,78.85074635216586
SIMULATED,Collect,Uncertainty,5,20,10,64.61947072950272
SIMULATED,Collect,Uncertainty,5,50,10,68.92114593116233
SIMULATED,Collect,Uncertainty,5,100,10,74.37657540406772
SIMULATED,Collect,Uncertainty,5,200,10,75.0084632186892
SIMULATED,Collect,Uncertainty,6,20,10,65.93540749596721
SIMULATED,Collect,Uncertainty,6,50,10,72.24272554847114
SIMULATED,Collect,Uncertainty,6,100,10,73.94315607371242
SIMULATED,Collect,Uncertainty,6,200,10,74.62750128774469
SIMULATED,Collect,Uncertainty,7,20,10,65.41945511838615
SIMULATED,Collect,Uncertainty,7,50,10,70.19920025394352
SIMULATED,Collect,Uncertainty,7,100,10,73.93899056812269
SIMULATED,Collect,Uncertainty,7,200,10,76.14176423360622
SIMULATED,Collect,Uncertainty,8,20,10,65.16874010072975
SIMULATED,Collect,Uncertainty,8,50,10,71.47642676503364
SIMULATED,Collect,Uncertainty,8,100,10,76.39664627984217
SIMULATED,Collect,Uncertainty,8,200,10,78.66415152411112
SIMULATED,Collect,Uncertainty,9,20,10,63.48630667265395
SIMULATED,Collect,Uncertainty,9,50,10,68.96846555943856
SIMULATED,Collect,Uncertainty,9,100,10,73.38059236328641
SIMULATED,Collect,Uncertainty,9,200,10,77.63938748429885
SIMULATED,Collect,Uncertainty,10,20,10,64.22375654085975
SIMULATED,Collect,Uncertainty,10,50,10,70.66902049023285
SIMULATED,Collect,Uncertainty,10,100,10,74.96466587850938
SIMULATED,Collect,Uncertainty,10,200,10,76.58059482769924
SIMULATED,Collect,Uncertainty,11,20,10,63.84520159556022
SIMULATED,Collect,Uncertainty,11,50,10,70.58118322453271
SIMULATED,Collect,Uncertainty,11,100,10,76.1657441951752
SIMULATED,Collect,Uncertainty,11,200,10,77.14875992121942
SIMULATED,Collect,Model conflict,0,20,10,66.66346947866394
SIMULATED,Collect,Model conflict,0,50,10,68.97857818104491
SIMULATED,Collect,Model conflict,0,100,10,70.8623372727155
SIMULATED,Collect,Model conflict,0,200,10,79.58235362329704
SIMULATED,Collect,Model conflict,1,20,10,65.92115065999435
SIMULATED,Collect,Model conflict,1,50,10,66.6481670946509
SIMULATED,Collect,Model conflict,1,100,10,74.76543197646208
SIMULATED,Collect,Model conflict,1,200,10,78.08418739095255
SIMULATED,Collect,Model conflict,2,20,10,66.7979918452312
SIMULATED,Collect,Model conflict,2,50,10,69.15503397529385
SIMULATED,Collect,Model conflict,2,100,10,75.46002129106401
SIMULATED,Collect,Model conflict,2,200,10,81.07045451149276
SIMULATED,Collect,Model conflict,3,20,10,65.01942097616273
SIMULATED,Collect,Model conflict,3,50,10,70.95422518606082
SIMULATED,Collect,Model conflict,3,100,10,74.6272379222148
SIMULATED,Collect,Model conflict,3,200,10,80.38008571633644
SIMULATED,Collect,Model conflict,4,20,10,65.7105011466811
SIMULATED,Collect,Model conflict,4,50,10,68.65237300520958
SIMULATED,Collect,Model conflict,4,100,10,72.66770474359778
SIMULATED,Collect,Model conflict,4,200,10,80.03213785452982
SIMULATED,Collect,Model conflict,5,20,10,66.22175413185484
SIMULATED,Collect,Model conflict,5,50,10,68.46634489980455
SIMULATED,Collect,Model conflict,5,100,10,73.37003029005199
SIMULATED,Collect,Model conflict,5,200,10,74.96695366241805
SIMULATED,Collect,Model conflict,6,20,10,67.88690755370497
SIMULATED,Collect,Model conflict,6,50,10,71.88669015562715
SIMULATED,Collect,Model conflict,6,100,10,73.4795209221905
SIMULATED,Collect,Model conflict,6,200,10,78.30208466136432
SIMULATED,Collect,Model conflict,7,20,10,66.59630943620269
SIMULATED,Collect,Model conflict,7,50,10,69.22204092527797
SIMULATED,Collect,Model conflict,7,100,10,73.63577833855126
SIMULATED,Collect,Model conflict,7,200,10,77.5510604351014
SIMULATED,Collect,Model conflict,8,20,10,65.80753295503095
SIMULATED,Collect,Model conflict,8,50,10,69.6463104317102
SIMULATED,Collect,Model conflict,8,100,10,75.05060484667898
SIMULATED,Collect,Model conflict,8,200,10,79.72400021165974
SIMULATED,Collect,Model conflict,9,20,10,66.1648745057245
SIMULATED,Collect,Model conflict,9,50,10,68.49286956328088
SIMULATED,Collect,Model conflict,9,100,10,73.70940498082788
SIMULATED,Collect,Model conflict,9,200,10,79.01048720740238
SIMULATED,Collect,Model conflict,10,20,10,67.17672646832055
SIMULATED,Collect,Model conflict,10,50,10,68.34773378631435
SIMULATED,Collect,Model conflict,10,100,10,73.90906345848954
SIMULATED,Collect,Model conflict,10,200,10,77.61962382427197
SIMULATED,Collect,Model conflict,11,20,10,65.02719355420076
SIMULATED,Collect,Model conflict,11,50,10,70.80673336168338
SIMULATED,Collect,Model conflict,11,100,10,76.30062270142575
SIMULATED,Collect,Model conflict,11,200,10,76.4617419704553
SIMULATED,Collect,Run instability,0,20,10,63.16198091617692
SIMULATED,Collect,Run instability,0,50,10,70.41852816246195
SIMULATED,Collect,Run instability,0,100,10,69.66029157559434
SIMULATED,Collect,Run instability,0,200,10,77.28360489425631
SIMULATED,Collect,Run instability,1,20,10,62.58338635121188
SIMULATED,Collect,Run instability,1,50,10,68.74442931541435
SIMULATED,Collect,Run instability,1,100,10,71.5404655562075
SIMULATED,Collect,Run instability,1,200,10,75.38402654446827
SIMULATED,Collect,Run instability,2,20,10,64.91398900048128
SIMULATED,Collect,Run instability,2,50,10,70.2996718653165
SIMULATED,Collect,Run instability,2,100,10,73.70441945201445
SIMULATED,Collect,Run instability,2,200,10,78.79655605967179
SIMULATED,Collect,Run instability,3,20,10,63.37033227766353
SIMULATED,Collect,Run instability,3,50,10,72.09738128320821
SIMULATED,Collect,Run instability,3,100,10,72.07822224097582
SIMULATED,Collect,Run instability,3,200,10,78.34071138267291
SIMULATED,Collect,Run instability,4,20,10,63.96937010022798
SIMULATED,Collect,Run instability,4,50,10,69.3926879512973
SIMULATED,Collect,Run instability,4,100,10,71.91404827013744
SIMULATED,Collect,Run instability,4,200,10,77.83357518953721
SIMULATED,Collect,Run instability,5,20,10,63.79557003746326
SIMULATED,Collect,Run instability,5,50,10,67.91165282880183
SIMULATED,Collect,Run instability,5,100,10,71.75822209392499
SIMULATED,Collect,Run instability,5,200,10,72.96347832068987
SIMULATED,Collect,Run instability,6,20,10,63.9071504779294
SIMULATED,Collect,Run instability,6,50,10,72.93825712423703
SIMULATED,Collect,Run instability,6,100,10,72.4462847850844
SIMULATED,Collect,Run instability,6,200,10,75.83453141210232
SIMULATED,Collect,Run instability,7,20,10,65.15063294397304
SIMULATED,Collect,Run instability,7,50,10,71.62129238782848
SIMULATED,Collect,Run instability,7,100,10,71.19419403147252
SIMULATED,Collect,Run instability,7,200,10,74.80939290675245
SIMULATED,Collect,Run instability,8,20,10,63.088335983728896
SIMULATED,Collect,Run instability,8,50,10,70.57301078859516
SIMULATED,Collect,Run instability,8,100,10,73.21893977326984
SIMULATED,Collect,Run instability,8,200,10,76.4620269847206
SIMULATED,Collect,Run instability,9,20,10,62.68032421185196
SIMULATED,Collect,Run instability,9,50,10,67.66377245338612
SIMULATED,Collect,Run instability,9,100,10,70.73761849855462
SIMULATED,Collect,Run instability,9,200,10,75.60904725998824
SIMULATED,Collect,Run instability,10,20,10,64.63244656967743
SIMULATED,Collect,Run instability,10,50,10,69.69773986440879
SIMULATED,Collect,Run instability,10,100,10,72.70458765523003
SIMULATED,Collect,Run instability,10,200,10,75.97739204333608
SIMULATED,Collect,Run instability,11,20,10,63.60168330379065
SIMULATED,Collect,Run instability,11,50,10,70.22103418329971
SIMULATED,Collect,Run instability,11,100,10,74.24766655601202
SIMULATED,Collect,Run instability,11,200,10,75.47244037612583
SIMULATED,Collect,Multi-source,0,20,10,62.18407258799372
SIMULATED,Collect,Multi-source,0,50,10,68.5435178229145
SIMULATED,Collect,Multi-source,0,100,10,74.77734734131401
SIMULATED,Collect,Multi-source,0,200,10,78.70181205588808
SIMULATED,Collect,Multi-source,1,20,10,63.40693162272372
SIMULATED,Collect,Multi-source,1,50,10,67.10728532026587
SIMULATED,Collect,Multi-source,1,100,10,76.5115087488416
SIMULATED,Collect,Multi-source,1,200,10,78.54538099167611
SIMULATED,Collect,Multi-source,2,20,10,64.96526365288287
SIMULATED,Collect,Multi-source,2,50,10,70.3611985248974
SIMULATED,Collect,Multi-source,2,100,10,76.0699842737512
SIMULATED,Collect,Multi-source,2,200,10,82.48365697035031
SIMULATED,Collect,Multi-source,3,20,10,61.48422802881414
SIMULATED,Collect,Multi-source,3,50,10,70.99947606974061
SIMULATED,Collect,Multi-source,3,100,10,76.61135177076389
SIMULATED,Collect,Multi-source,3,200,10,78.60521167265951
SIMULATED,Collect,Multi-source,4,20,10,63.20499341335058
SIMULATED,Collect,Multi-source,4,50,10,68.85662743013219
SIMULATED,Collect,Multi-source,4,100,10,75.36866759635454
