provenance,domain,method,setting,split,agreement_pct,lower_pct,upper_pct
SIMULATED,TD-TG2,Prompt optimization,Collect,OOD,67.83216780419579,63.75291374038462,71.09848484318182
SIMULATED,TD-TG2,Program search,Collect,OOD,68.20330965248228,63.94503541400709,72.10401887251773
SIMULATED,TD-TG2,ERA,Collect,OOD,67.24537033333333,63.77025458038194,70.83622682291667
SIMULATED,TD-TG3,Static judge,Reuse,OOD,72.76995300704226,69.71830978855635,75.47241780669015
SIMULATED,TD-TG3,Static tools,Reuse,OOD,74.76851848611112,71.41203702673612,78.12499997274304
SIMULATED,TD-TG3,Prompt optimization,Reuse,OOD,71.75925922916666,68.40277774288194,75.11863425347222
SIMULATED,TD-TG3,Program search,Reuse,OOD,75.46296289583334,71.99074068038195,78.47222214600694
SIMULATED,TD-TG3,ERA,Reuse,OOD,73.61111109027777,70.25462962499999,76.97048610711805
SIMULATED,TD-TG4,Static judge,Collect,OOD,71.06481480555557,67.24537038177084,74.76851847986111
SIMULATED,TD-TG4,Static tools,Collect,OOD,70.6293706013986,66.89685310174825,74.36188810192309
SIMULATED,TD-TG4,Prompt optimization,Collect,OOD,71.44522141258743,67.9487179368881,75.17482511888113
SIMULATED,TD-TG4,Program search,Collect,OOD,72.8438228111888,69.34731933496504,75.99358973723777
SIMULATED,TD-TG4,ERA,Collect,OOD,72.65258211267604,69.12852104630282,75.9389670705986
SIMULATED,TD-TG5,Static judge,Reuse,OOD,67.70833328472222,63.07870365225695,71.87789346250001
SIMULATED,TD-TG5,Static tools,Reuse,OOD,69.09722218750001,65.50925924270832,72.34085644809028
SIMULATED,TD-TG5,Prompt optimization,Reuse,OOD,73.03240738888887,69.09722224913195,76.73900460121527
SIMULATED,TD-TG5,Program search,Reuse,OOD,71.87499996527778,68.63136570486111,74.88425921527777
SIMULATED,TD-TG5,ERA,Reuse,OOD,72.7272726923077,69.34731930052448,75.99067595157344
SIMULATED,TD-AR1,Static judge,Reuse,OOD,70.09456264539007,66.78487000691489,73.28900711613475
SIMULATED,TD-AR1,Static tools,Reuse,OOD,68.77934270422534,65.60739434119719,72.06572767605634
SIMULATED,TD-AR1,Prompt optimization,Reuse,OOD,70.65727692253522,66.3145539556338,74.41607974295775
SIMULATED,TD-AR1,Program search,Reuse,OOD,70.62937063636365,67.36305360524474,73.77622376223776
SIMULATED,TD-AR1,ERA,Reuse,OOD,67.36111110416665,63.888888902604165,70.83333333350694
SIMULATED,TD-AR2,Static judge,Collect,OOD,69.32870364583334,65.62210641197917,73.03530087795139
SIMULATED,TD-AR2,Static tools,Collect,OOD,69.48356804225352,65.72769950704226,73.00469482394367
SIMULATED,TD-AR2,Prompt optimization,Collect,OOD,70.37037033333333,66.66377307326388,74.1927083017361
SIMULATED,TD-AR2,Program search,Collect,OOD,72.06572766901408,68.7764083702465,75.58978867394364
SIMULATED,TD-AR2,ERA,Collect,OOD,70.1388888611111,66.4351851734375,73.38252315538195
SIMULATED,TD-AR3,Static judge,Reuse,OOD,72.45370368055555,69.32581015555556,75.81018515277778
SIMULATED,TD-AR3,Static tools,Reuse,OOD,70.62937060839161,67.13286715332167,74.12587411206295
SIMULATED,TD-AR3,Prompt optimization,Reuse,OOD,72.96037290909089,69.4638693986014,76.45687641293706
SIMULATED,TD-AR3,Program search,Reuse,OOD,76.52582154225352,73.11913139753521,79.69483559190141
SIMULATED,TD-AR3,ERA,Reuse,OOD,74.11347515602837,70.8008274003546,77.30496447588652
SIMULATED,TD-AR4,Static judge,Collect,OOD,66.3170163146853,62.70396271293707,70.04662002919582
SIMULATED,TD-AR4,Static tools,Collect,OOD,67.48251742657342,64.21911419562937,70.6293705318182
SIMULATED,TD-AR4,Prompt optimization,Collect,OOD,71.1805555486111,67.93981487482638,74.30555552795138
SIMULATED,TD-AR4,Program search,Collect,OOD,70.83333329861111,67.36111111059029,74.53703697916666
SIMULATED,TD-AR4,ERA,Collect,OOD,67.5990676153846,64.21620047884615,71.09557109108391
SIMULATED,TD-AR5,Static judge,Collect,OOD,67.95774649295774,64.08157278450703,71.713615028169
SIMULATED,TD-AR5,Static tools,Collect,OOD,69.3473193006993,65.49825170262237,73.07692302814687
SIMULATED,TD-AR5,Prompt optimization,Collect,OOD,70.62937056643356,67.48251741241259,73.77622371346155
SIMULATED,TD-AR5,Program search,Collect,OOD,69.56018520138889,65.85648151388888,73.14814816684027
SIMULATED,TD-AR5,ERA,Collect,OOD,72.56944444444444,68.98148149947917,75.92881946111112
